Spain, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 24/10/2018
Year    Age        Exposure
1953     17       266177.53
1953     18       262893.65
1953     19       271872.09
1953     20       282941.27
1953     21       263979.98
1953     22       271140.02
1953     23       268005.40
1953     24       257567.97
1953     25       258207.65
1953     26       256685.94
1953     27       250330.62
1953     28       250030.28
1953     29       241386.93
1953     30       241913.13
1953     31       232267.67
1953     32       228411.06
1953     33       221213.57
1953     34       187324.52
1953     35       203542.46
1953     36       192979.04
1953     37       192459.41
1953     38       204164.29
1953     39       196613.69
1953     40       200642.38
1953     41       195424.17
1953     42       203799.47
1953     43       195550.68
1953     44       178686.12
1953     45       183836.76
1953     46       175515.80
1953     47       182894.21
1953     48       180012.31
1953     49       169493.66
1953     50       168159.06
1953     51       160935.31
1953     52       179199.88
1953     53       172329.00
1953     54       130530.51
1953     55       132625.96
1954     12       205606.87
1954     13       230619.54
1954     14       223243.98
1954     15       188959.45
1954     16       216017.14
1954     17       246292.22
1954     18       264309.54
1954     19       260400.79
1954     20       269116.44
1954     21       279910.08
1954     22       261718.39
1954     23       269278.32
1954     24       265258.47
1954     25       254547.95
1954     26       255380.39
1954     27       253805.30
1954     28       247409.27
1954     29       247505.11
1954     30       239020.18
1954     31       239623.58
1954     32       230535.99
1954     33       226405.61
1954     34       219419.18
1954     35       186484.97
1954     36       201934.90
1954     37       191532.71
1954     38       191145.50
1954     39       202298.21
1954     40       194897.73
1954     41       199289.22
1954     42       193983.91
1954     43       201872.63
1954     44       194271.80
1954     45       177588.07
1954     46       182218.20
1954     47       174313.20
1954     48       181137.56
1954     49       177984.32
1954     50       167987.43
1954     51       166769.98
1954     52       159652.84
1954     53       176874.05
1954     54       170016.90
1954     55       129627.48
1955     12       240316.93
1955     13       205660.87
1955     14       230165.14
1955     15       222807.48
1955     16       188145.71
1955     17       214903.66
1955     18       245165.64
1955     19       262445.98
1955     20       257924.23
1955     21       266372.25
1955     22       276870.55
1955     23       259441.89
1955     24       267421.35
1955     25       262515.20
1955     26       251530.06
1955     27       252555.04
1955     28       250938.16
1955     29       244520.56
1955     30       245000.58
1955     31       236688.25
1955     32       237334.06
1955     33       228791.12
1955     34       224428.96
1955     35       217631.47
1955     36       185629.76
1955     37       200306.02
1955     38       190058.94
1955     39       189848.20
1955     40       200395.65
1955     41       193204.29
1955     42       197962.76
1955     43       192500.08
1955     44       199982.67
1955     45       192965.21
1955     46       176462.68
1955     47       180634.11
1955     48       173088.45
1955     49       179406.93
1955     50       175934.08
1955     51       166495.04
1955     52       165361.02
1955     53       158286.90
1955     54       174556.38
1955     55       167684.21
1956     12       254364.37
1956     13       240912.52
1956     14       205727.13
1956     15       229724.26
1956     16       222380.35
1956     17       187329.78
1956     18       213786.49
1956     19       244055.87
1956     20       260589.94
1956     21       255443.12
1956     22       263625.71
1956     23       273821.83
1956     24       257167.99
1956     25       265561.55
1956     26       259770.57
1956     27       248502.91
1956     28       249721.32
1956     29       248100.40
1956     30       241646.91
1956     31       242528.81
1956     32       234363.43
1956     33       235016.85
1956     34       227052.92
1956     35       222439.95
1956     36       215797.49
1956     37       184749.69
1956     38       198665.26
1956     39       188583.92
1956     40       188507.13
1956     41       198520.58
1956     42       191526.86
1956     43       196589.03
1956     44       191027.55
1956     45       198045.63
1956     46       191615.90
1956     47       175333.72
1956     48       179000.23
1956     49       171835.29
1956     50       177592.71
1956     51       173861.59
1956     52       164949.05
1956     53       163835.29
1956     54       156882.93
1956     55       172128.33
1957     12       260837.72
1957     13       254932.47
1957     14       241507.02
1957     15       205788.79
1957     16       229287.28
1957     17       221935.59
1957     18       186503.11
1957     19       212680.26
1957     20       242931.91
1957     21       258720.40
1957     22       252940.63
1957     23       260834.57
1957     24       270755.49
1957     25       254888.42
1957     26       263699.81
1957     27       257003.38
1957     28       245461.44
1957     29       246907.11
1957     30       245244.72
1957     31       238781.55
1957     32       240049.19
1957     33       231995.02
1957     34       232697.10
1957     35       225293.93
1957     36       220400.02
1957     37       213941.23
1957     38       183849.99
1957     39       196996.73
1957     40       187054.44
1957     41       187176.62
1957     42       196631.36
1957     43       189775.22
1957     44       195195.59
1957     45       189488.86
1957     46       196033.47
1957     47       190229.48
1957     48       174124.10
1957     49       177277.59
1957     50       170460.12
1957     51       175737.55
1957     52       171723.33
1957     53       163262.46
1957     54       162235.54
1957     55       155364.83
1958     12       261770.70
1958     13       261378.52
1958     14       255514.70
1958     15       242113.47
1958     16       205867.80
1958     17       228844.76
1958     18       221498.46
1958     19       185692.07
1958     20       211563.04
1958     21       241808.02
1958     22       256841.75
1958     23       250423.73
1958     24       258067.70
1958     25       267722.22
1958     26       252620.03
1958     27       261825.08
1958     28       254247.63
1958     29       242458.60
1958     30       244102.31
1958     31       242420.27
1958     32       235934.18
1958     33       237559.70
1958     34       229641.65
1958     35       230386.18
1958     36       223536.78
1958     37       218384.90
1958     38       212093.95
1958     39       182961.47
1958     40       195324.76
1958     41       185564.45
1958     42       185849.10
1958     43       194719.68
1958     44       188073.29
1958     45       193783.12
1958     46       187936.70
1958     47       194058.81
1958     48       188831.09
1958     49       172924.44
1958     50       175559.68
1958     51       169148.03
1958     52       173900.65
1958     53       169534.45
1958     54       161595.78
1958     55       160648.28
1959     12       246769.52
1959     13       262144.75
1959     14       261938.87
1959     15       256110.83
1959     16       242734.36
1959     17       205949.48
1959     18       228414.74
1959     19       221074.73
1959     20       184886.99
1959     21       210461.60
1959     22       240698.30
1959     23       254984.30
1959     24       247938.07
1959     25       255321.33
1959     26       264693.05
1959     27       250366.71
1959     28       259991.31
1959     29       251544.42
1959     30       239483.08
1959     31       241339.50
1959     32       239639.27
1959     33       233086.19
1959     34       235079.73
1959     35       227297.48
1959     36       228083.48
1959     37       221810.06
1959     38       216383.01
1959     39       210280.96
1959     40       182080.87
1959     41       193680.40
1959     42       184086.10
1959     43       184525.95
1959     44       192861.29
1959     45       186352.07
1959     46       192392.20
1959     47       186444.09
1959     48       192082.94
1959     49       187471.58
1959     50       171723.44
1959     51       173871.30
1959     52       167834.74
1959     53       172005.84
1959     54       167355.45
1959     55       159941.12
1960     12       278899.10
1960     13       246550.15
1960     14       262521.06
1960     15       262496.68
1960     16       256702.14
1960     17       243344.62
1960     18       206024.94
1960     19       227985.96
1960     20       220658.41
1960     21       184088.51
1960     22       209360.25
1960     23       239586.76
1960     24       253129.94
1960     25       245455.01
1960     26       252574.01
1960     27       261668.33
1960     28       248130.76
1960     29       258179.78
1960     30       248839.22
1960     31       236536.45
1960     32       238612.08
1960     33       236850.62
1960     34       230248.87
1960     35       232591.85
1960     36       224941.35
1960     37       225789.77
1960     38       220068.84
1960     39       214397.05
1960     40       208457.88
1960     41       181200.58
1960     42       192037.84
1960     43       182591.30
1960     44       183208.88
1960     45       190946.93
1960     46       184618.20
1960     47       190992.11
1960     48       184883.80
1960     49       190080.59
1960     50       186013.88
1960     51       170477.79
1960     52       172132.62
1960     53       166420.81
1960     54       170081.42
1960     55       165135.15
1961     12       270208.46
1961     13       277727.03
1961     14       245760.96
1961     15       261865.37
1961     16       261844.09
1961     17       255948.54
1961     18       242528.05
1961     19       204826.26
1961     20       226835.90
1961     21       219673.85
1961     22       182898.95
1961     23       208380.83
1961     24       238254.20
1961     25       251429.06
1961     26       243582.79
1961     27       250831.04
1961     28       259454.65
1961     29       246972.54
1961     30       256672.10
1961     31       246700.08
1961     32       235289.31
1961     33       237283.87
1961     34       234832.42
1961     35       228848.55
1961     36       231144.41
1961     37       223462.58
1961     38       224503.49
1961     39       219175.25
1961     40       212829.94
1961     41       207428.80
1961     42       180599.64
1961     43       190604.68
1961     44       181902.76
1961     45       182043.32
1961     46       189556.68
1961     47       183649.57
1961     48       190084.20
1961     49       183420.67
1961     50       188712.59
1961     51       184949.34
1961     52       169459.25
1961     53       171096.29
1961     54       165505.28
1961     55       168559.00
1962     12       255233.26
1962     13       269000.47
1962     14       275960.20
1962     15       244016.26
1962     16       260022.77
1962     17       259912.55
1962     18       253805.97
1962     19       240384.48
1962     20       202989.01
1962     21       225188.96
1962     22       218315.36
1962     23       181808.99
1962     24       207188.17
1962     25       237037.38
1962     26       250272.04
1962     27       242611.85
1962     28       249812.61
1962     29       258247.54
1962     30       246104.24
1962     31       255678.14
1962     32       246083.15
1962     33       235332.68
1962     34       236637.67
1962     35       234147.33
1962     36       228363.42
1962     37       230493.17
1962     38       222907.37
1962     39       223969.04
1962     40       218642.44
1962     41       211939.88
1962     42       206636.45
1962     43       180163.66
1962     44       189915.44
1962     45       181350.27
1962     46       181308.25
1962     47       188861.63
1962     48       183115.88
1962     49       189256.42
1962     50       182548.91
1962     51       187679.78
1962     52       184057.05
1962     53       169059.05
1962     54       170490.17
1962     55       164932.86
1963     12       256629.96
1963     13       254484.40
1963     14       267801.84
1963     15       274185.70
1963     16       242264.63
1963     17       258183.57
1963     18       257984.58
1963     19       251669.79
1963     20       238248.30
1963     21       201150.30
1963     22       223520.01
1963     23       216953.75
1963     24       180721.38
1963     25       205986.10
1963     26       235813.95
1963     27       249107.08
1963     28       241628.36
1963     29       248817.68
1963     30       257061.09
1963     31       245231.68
1963     32       254666.99
1963     33       245450.36
1963     34       235382.98
1963     35       235977.47
1963     36       233454.58
1963     37       227883.34
1963     38       229802.80
1963     39       222323.14
1963     40       223396.94
1963     41       218087.26
1963     42       211015.65
1963     43       205810.91
1963     44       179737.22
1963     45       189165.67
1963     46       180731.09
1963     47       180536.17
1963     48       188092.07
1963     49       182532.06
1963     50       188362.38
1963     51       181638.98
1963     52       186608.65
1963     53       183076.67
1963     54       168589.70
1963     55       169828.56
1964     12       258407.16
1964     13       256124.50
1964     14       253762.80
1964     15       266610.63
1964     16       272418.68
1964     17       240515.63
1964     18       256341.79
1964     19       256053.09
1964     20       249530.97
1964     21       236111.52
1964     22       199302.53
1964     23       221855.92
1964     24       215599.30
1964     25       179632.81
1964     26       204782.17
1964     27       234586.02
1964     28       247951.04
1964     29       240675.42
1964     30       247831.68
1964     31       255878.80
1964     32       244349.39
1964     33       253650.49
1964     34       244837.37
1964     35       235436.92
1964     36       235330.16
1964     37       232771.64
1964     38       227381.54
1964     39       229113.37
1964     40       221719.46
1964     41       222840.26
1964     42       217534.64
1964     43       210058.85
1964     44       204967.05
1964     45       179261.43
1964     46       188388.85
1964     47       180095.12
1964     48       179729.71
1964     49       187309.24
1964     50       181901.97
1964     51       187451.42
1964     52       180697.64
1964     53       185446.24
1964     54       182065.45
1964     55       168114.71
1965     12       269226.62
1965     13       258377.03
1965     14       255638.82
1965     15       253039.75
1965     16       265426.32
1965     17       270653.03
1965     18       238766.93
1965     19       254500.20
1965     20       254115.38
1965     21       247396.11
1965     22       233968.94
1965     23       197451.13
1965     24       220194.17
1965     25       214239.26
1965     26       178538.79
1965     27       203581.90
1965     28       233379.16
1965     29       246811.31
1965     30       239722.92
1965     31       246860.75
1965     32       254691.38
1965     33       243469.62
1965     34       252646.43
1965     35       244215.12
1965     36       235492.59
1965     37       234675.28
1965     38       232070.48
1965     39       226868.73
1965     40       228391.59
1965     41       221133.74
1965     42       222274.51
1965     43       216940.60
1965     44       209091.30
1965     45       204102.09
1965     46       178775.24
1965     47       187599.74
1965     48       179437.15
1965     49       178901.52
1965     50       186488.99
1965     51       181276.10
1965     52       186496.91
1965     53       179688.95
1965     54       184276.43
1965     55       181025.00
1966     12       264545.88
1966     13       269368.00
1966     14       258349.78
1966     15       255140.45
1966     16       252316.22
1966     17       264237.04
1966     18       268894.71
1966     19       237021.31
1966     20       252656.05
1966     21       252188.97
1966     22       245251.45
1966     23       231809.75
1966     24       195594.39
1966     25       218528.92
1966     26       212878.08
1966     27       177454.82
1966     28       202391.41
1966     29       232165.70
1966     30       245663.98
1966     31       238780.05
1966     32       245892.94
1966     33       253501.11
1966     34       242581.40
1966     35       251622.06
1966     36       243586.88
1966     37       235541.49
1966     38       234005.87
1966     39       231351.05
1966     40       226338.79
1966     41       227686.16
1966     42       220525.68
1966     43       221679.47
1966     44       216335.81
1966     45       208110.12
1966     46       203230.61
1966     47       178263.39
1966     48       186747.04
1966     49       178733.94
1966     50       178046.64
1966     51       185647.49
1966     52       180591.65
1966     53       185485.43
1966     54       178638.36
1966     55       183040.06
1967     12       270222.14
1967     13       264715.59
1967     14       269501.49
1967     15       258319.04
1967     16       254647.29
1967     17       251590.87
1967     18       263046.83
1967     19       267118.88
1967     20       235264.24
1967     21       250815.93
1967     22       250248.44
1967     23       243093.79
1967     24       229648.44
1967     25       193737.21
1967     26       216861.40
1967     27       211519.55
1967     28       176370.90
1967     29       201188.69
1967     30       230942.75
1967     31       244528.25
1967     32       237836.94
1967     33       244893.11
1967     34       252288.14
1967     35       241684.17
1967     36       250596.08
1967     37       242958.15
1967     38       235561.65
1967     39       233313.89
1967     40       230618.23
1967     41       225809.88
1967     42       226961.53
1967     43       219881.80
1967     44       221059.22
1967     45       215722.01
1967     46       207119.08
1967     47       202313.56
1967     48       177696.41
1967     49       185873.59
1967     50       177995.48
1967     51       177143.92
1967     52       184739.57
1967     53       179834.10
1967     54       184403.27
1967     55       177530.92
1968     12       274793.33
1968     13       270336.91
1968     14       264885.99
1968     15       269642.60
1968     16       258296.17
1968     17       254157.04
1968     18       250858.36
1968     19       261847.56
1968     20       265342.49
1968     21       233506.21
1968     22       248959.97
1968     23       248303.02
1968     24       240940.73
1968     25       227492.35
1968     26       191890.00
1968     27       215201.53
1968     28       210155.40
1968     29       175268.22
1968     30       199984.09
1968     31       229736.92
1968     32       243379.05
1968     33       236867.44
1968     34       243886.62
1968     35       251069.96
1968     36       240782.92
1968     37       249564.36
1968     38       242290.61
1968     39       235569.61
1968     40       232616.07
1968     41       229880.60
1968     42       225260.26
1968     43       226196.44
1968     44       219227.57
1968     45       220419.65
1968     46       215066.66
1968     47       206076.54
1968     48       201354.97
1968     49       177108.35
1968     50       184950.96
1968     51       177238.09
1968     52       176199.86
1968     53       183755.11
1968     54       179003.23
1968     55       183265.06
1969     12       283226.13
1969     13       274894.13
1969     14       270454.27
1969     15       265056.26
1969     16       269780.85
1969     17       258268.93
1969     18       253651.05
1969     19       250120.37
1969     20       260647.67
1969     21       263558.03
1969     22       231735.54
1969     23       247095.09
1969     24       246347.33
1969     25       238780.97
1969     26       225337.99
1969     27       190035.16
1969     28       213523.90
1969     29       208776.40
1969     30       174165.89
1969     31       198775.50
1969     32       228507.24
1969     33       242213.05
1969     34       235889.75
1969     35       242875.12
1969     36       249849.58
1969     37       239861.37
1969     38       248500.08
1969     39       241618.06
1969     40       235553.04
1969     41       231891.38
1969     42       229102.01
1969     43       224663.09
1969     44       225408.63
1969     45       218526.76
1969     46       219707.91
1969     47       214340.45
1969     48       204954.93
1969     49       200328.30
1969     50       176449.26
1969     51       183964.18
1969     52       176396.37
1969     53       175148.52
1969     54       182671.55
1969     55       178115.60
1970     12       296466.82
1970     13       283338.60
1970     14       275006.05
1970     15       270572.56
1970     16       265225.59
1970     17       269910.93
1970     18       258223.01
1970     19       253135.35
1970     20       249378.06
1970     21       259438.93
1970     22       261766.74
1970     23       229959.05
1970     24       245224.01
1970     25       244383.96
1970     26       236606.76
1970     27       223165.25
1970     28       188171.18
1970     29       211846.12
1970     30       207398.42
1970     31       173062.86
1970     32       197568.21
1970     33       227276.81
1970     34       241043.71
1970     35       234909.02
1970     36       241854.46
1970     37       248612.66
1970     38       238921.78
1970     39       247412.39
1970     40       240903.76
1970     41       235517.35
1970     42       231127.67
1970     43       228284.08
1970     44       224075.00
1970     45       224606.31
1970     46       217779.97
1970     47       218973.75
1970     48       213572.80
1970     49       203811.96
1970     50       199281.88
1970     51       175753.65
1970     52       182917.92
1970     53       175490.19
1970     54       174065.73
1970     55       181574.63
1971     12       299900.93
1971     13       296117.31
1971     14       282891.00
1971     15       274457.55
1971     16       269904.67
1971     17       264519.83
1971     18       268849.09
1971     19       256969.25
1971     20       252069.10
1971     21       248426.31
1971     22       258179.81
1971     23       260407.53
1971     24       229253.29
1971     25       244323.66
1971     26       242977.91
1971     27       235497.64
1971     28       222083.98
1971     29       187491.98
1971     30       211414.02
1971     31       205854.98
1971     32       173276.57
1971     33       197017.16
1971     34       226796.79
1971     35       240324.71
1971     36       234406.67
1971     37       241360.73
1971     38       247879.29
1971     39       238526.96
1971     40       246784.32
1971     41       240513.39
1971     42       235409.21
1971     43       230333.22
1971     44       227951.12
1971     45       223602.96
1971     46       223800.12
1971     47       217458.98
1971     48       218315.25
1971     49       212733.24
1971     50       202873.29
1971     51       198274.74
1971     52       175232.32
1971     53       182037.09
1971     54       174662.24
1971     55       173289.70
1972     12       306466.82
1972     13       299397.65
1972     14       295201.90
1972     15       281806.45
1972     16       273158.32
1972     17       268402.03
1972     18       262698.79
1972     19       266625.30
1972     20       255185.80
1972     21       250789.91
1972     22       247424.51
1972     23       257319.01
1972     24       260149.55
1972     25       229428.68
1972     26       243954.00
1972     27       242579.35
1972     28       235444.90
1972     29       222228.50
1972     30       187905.21
1972     31       210820.59
1972     32       205486.30
1972     33       174081.96
1972     34       197143.05
1972     35       226728.02
1972     36       240042.16
1972     37       234371.39
1972     38       241322.49
1972     39       247659.94
1972     40       238560.68
1972     41       246461.15
1972     42       240064.77
1972     43       235284.79
1972     44       229968.26
1972     45       227715.91
1972     46       223140.52
1972     47       223363.34
1972     48       217176.78
1972     49       217578.05
1972     50       212077.66
1972     51       201970.21
1972     52       197437.39
1972     53       174854.61
1972     54       181211.14
1972     55       174126.80
1973     12       306213.87
1973     13       306136.69
1973     14       298892.61
1973     15       294286.48
1973     16       280716.94
1973     17       271856.26
1973     18       266893.93
1973     19       260862.17
1973     20       264384.20
1973     21       253399.71
1973     22       249511.11
1973     23       246419.54
1973     24       256458.67
1973     25       259886.14
1973     26       229589.85
1973     27       243570.40
1973     28       242174.93
1973     29       235395.08
1973     30       222372.12
1973     31       188305.08
1973     32       210205.32
1973     33       205099.13
1973     34       174884.50
1973     35       197265.68
1973     36       226632.17
1973     37       239739.57
1973     38       234328.97
1973     39       241284.29
1973     40       247434.79
1973     41       238582.31
1973     42       246124.27
1973     43       239610.73
1973     44       235168.55
1973     45       229589.55
1973     46       227469.98
1973     47       222644.29
1973     48       222902.80
1973     49       216899.73
1973     50       216815.64
1973     51       211413.59
1973     52       201033.51
1973     53       196569.01
1973     54       174436.92
1973     55       180358.99
1974     12       305410.61
1974     13       306246.92
1974     14       305800.39
1974     15       298383.35
1974     16       293364.63
1974     17       279623.58
1974     18       270548.27
1974     19       265372.38
1974     20       259015.90
1974     21       262150.28
1974     22       251624.02
1974     23       248233.28
1974     24       245417.73
1974     25       255601.91
1974     26       259616.23
1974     27       229749.75
1974     28       243204.73
1974     29       241788.06
1974     30       235341.18
1974     31       222509.92
1974     32       188696.19
1974     33       209583.34
1974     34       204724.99
1974     35       175684.86
1974     36       197363.27
1974     37       226520.51
1974     38       239436.42
1974     39       234289.69
1974     40       241219.58
1974     41       247185.34
1974     42       238591.97
1974     43       245761.69
1974     44       239142.16
1974     45       235014.40
1974     46       229163.91
1974     47       227178.72
1974     48       222116.16
1974     49       222392.70
1974     50       216536.52
1974     51       216018.30
1974     52       210701.65
1974     53       200040.13
1974     54       195650.70
1974     55       173994.02
1975     12       313602.10
1975     13       306050.71
1975     14       306583.87
1975     15       306806.12
1975     16       300257.90
1975     17       294786.57
1975     18       280762.57
1975     19       271391.35
1975     20       266861.64
1975     21       261044.02
1975     22       263818.79
1975     23       253591.01
1975     24       250683.85
1975     25       247121.72
1975     26       256532.31
1975     27       261183.29
1975     28       231536.78
1975     29       244542.30
1975     30       242733.27
1975     31       236230.76
1975     32       223543.77
1975     33       189852.58
1975     34       209819.29
1975     35       205152.04
1975     36       177184.04
1975     37       198243.62
1975     38       227323.87
1975     39       240072.72
1975     40       234805.00
1975     41       241396.94
1975     42       247148.20
1975     43       238820.31
1975     44       245643.38
1975     45       238739.81
1975     46       234845.37
1975     47       228679.46
1975     48       226823.49
1975     49       221525.64
1975     50       221705.61
1975     51       215946.19
1975     52       214975.45
1975     53       209710.00
1975     54       198845.35
1975     55       194116.73
1976     12       324230.83
1976     13       313962.03
1976     14       306382.61
1976     15       306618.44
1976     16       306471.81
1976     17       299747.24
1976     18       293859.88
1976     19       279658.22
1976     20       270082.86
1976     21       265339.59
1976     22       259193.44
1976     23       261560.39
1976     24       251809.05
1976     25       249394.03
1976     26       246116.88
1976     27       255701.16
1976     28       260928.27
1976     29       231718.30
1976     30       244174.33
1976     31       242332.00
1976     32       236181.23
1976     33       223676.81
1976     34       190259.12
1976     35       209207.51
1976     36       204761.75
1976     37       177961.62
1976     38       198336.13
1976     39       227209.98
1976     40       239730.05
1976     41       234751.50
1976     42       241291.35
1976     43       246875.96
1976     44       238782.74
1976     45       245203.00
1976     46       238237.31
1976     47       234592.11
1976     48       228151.09
1976     49       226435.81
1976     50       220867.32
1976     51       221114.68
1976     52       215512.24
1976     53       214093.51
1976     54       208892.93
1976     55       197742.20
1977     12       326479.23
1977     13       324738.07
1977     14       314332.62
1977     15       306710.95
1977     16       306647.38
1977     17       306121.21
1977     18       299241.67
1977     19       292924.18
1977     20       278557.38
1977     21       268765.44
1977     22       263836.09
1977     23       257333.71
1977     24       259299.00
1977     25       250009.45
1977     26       248102.87
1977     27       245120.87
1977     28       254854.61
1977     29       260681.37
1977     30       231895.36
1977     31       243796.20
1977     32       241927.16
1977     33       236119.26
1977     34       223810.34
1977     35       190668.92
1977     36       208590.03
1977     37       204366.38
1977     38       178731.62
1977     39       198428.27
1977     40       227089.95
1977     41       239403.07
1977     42       234664.03
1977     43       241190.54
1977     44       246558.50
1977     45       238707.46
1977     46       244780.76
1977     47       237698.82
1977     48       234344.75
1977     49       227636.43
1977     50       225992.20
1977     51       220215.86
1977     52       220484.92
1977     53       215057.21
1977     54       213163.19
1977     55       208047.83
1978     12       326205.78
1978     13       326986.69
1978     14       325261.21
1978     15       314677.06
1978     16       307028.84
1978     17       306657.60
1978     18       305781.09
1978     19       298711.91
1978     20       291984.42
1978     21       277446.57
1978     22       267470.03
1978     23       262302.19
1978     24       255467.89
1978     25       257032.68
1978     26       248207.15
1978     27       246807.45
1978     28       244122.13
1978     29       254003.89
1978     30       260415.91
1978     31       232056.32
1978     32       243416.23
1978     33       241524.45
1978     34       236049.03
1978     35       223932.74
1978     36       191070.09
1978     37       207976.64
1978     38       203957.61
1978     39       179507.77
1978     40       198514.51
1978     41       226960.67
1978     42       239045.17
1978     43       234563.91
1978     44       241055.05
1978     45       246243.26
1978     46       238623.21
1978     47       244347.10
1978     48       237129.52
1978     49       234066.47
1978     50       227055.43
1978     51       225551.70
1978     52       219545.94
1978     53       219804.97
1978     54       214566.53
1978     55       212217.14
1979     12       325479.18
1979     13       327263.73
1979     14       327504.69
1979     15       325755.45
1979     16       315021.56
1979     17       307344.73
1979     18       306667.72
1979     19       305418.14
1979     20       298175.20
1979     21       291032.65
1979     22       276352.05
1979     23       266143.50
1979     24       260772.17
1979     25       253609.72
1979     26       254759.44
1979     27       246394.99
1979     28       245519.09
1979     29       243126.63
1979     30       253130.86
1979     31       260142.43
1979     32       232226.09
1979     33       243029.69
1979     34       241109.43
1979     35       235959.73
1979     36       224054.59
1979     37       191477.80
1979     38       207333.05
1979     39       203538.56
1979     40       180269.48
1979     41       198595.17
1979     42       226812.22
1979     43       238681.82
1979     44       234423.26
1979     45       240898.74
1979     46       245882.30
1979     47       238522.71
1979     48       243857.49
1979     49       236496.54
1979     50       233747.00
1979     51       226439.64
1979     52       225073.73
1979     53       218819.43
1979     54       219082.06
1979     55       214068.85
1980     12       321684.69
1980     13       326508.20
1980     14       328337.66
1980     15       328009.74
1980     16       326249.65
1980     17       315365.56
1980     18       307655.65
1980     19       306678.92
1980     20       305059.76
1980     21       297640.11
1980     22       290092.41
1980     23       275238.91
1980     24       264835.35
1980     25       259242.85
1980     26       251749.08
1980     27       252496.11
1980     28       244591.85
1980     29       244240.21
1980     30       242099.16
1980     31       252260.17
1980     32       259874.48
1980     33       232387.32
1980     34       242638.57
1980     35       240686.62
1980     36       235871.31
1980     37       224192.72
1980     38       191854.56
1980     39       206677.02
1980     40       203095.77
1980     41       181027.85
1980     42       198652.28
1980     43       226657.67
1980     44       238276.07
1980     45       234258.16
1980     46       240703.21
1980     47       245515.13
1980     48       238396.38
1980     49       243364.23
1980     50       235822.49
1980     51       233391.80
1980     52       225817.76
1980     53       224554.04
1980     54       218054.78
1980     55       218362.47
1981     12       314925.86
1981     13       321931.32
1981     14       327224.71
1981     15       328023.69
1981     16       327837.71
1981     17       325948.54
1981     18       314900.02
1981     19       307374.62
1981     20       306002.34
1981     21       304380.90
1981     22       296850.82
1981     23       289246.15
1981     24       274429.85
1981     25       263869.17
1981     26       258253.48
1981     27       250459.64
1981     28       251229.96
1981     29       243734.92
1981     30       243450.00
1981     31       241443.65
1981     32       251642.24
1981     33       259847.92
1981     34       232222.40
1981     35       242199.23
1981     36       240437.95
1981     37       235774.79
1981     38       224164.05
1981     39       192053.15
1981     40       205627.23
1981     41       203395.50
1981     42       180951.19
1981     43       198575.03
1981     44       226209.24
1981     45       237786.35
1981     46       233943.86
1981     47       240242.57
1981     48       244940.65
1981     49       238197.17
1981     50       242420.85
1981     51       235370.77
1981     52       232738.27
1981     53       225156.24
1981     54       223926.64
1981     55       217217.16
1982     12       317918.98
1982     13       314860.68
1982     14       321786.35
1982     15       326514.67
1982     16       326782.25
1982     17       326752.02
1982     18       324684.65
1982     19       313687.10
1982     20       306285.43
1982     21       304871.98
1982     22       303374.52
1982     23       296119.59
1982     24       288704.23
1982     25       274000.58
1982     26       263508.74
1982     27       257903.24
1982     28       250213.05
1982     29       251066.11
1982     30       243546.73
1982     31       243115.78
1982     32       241100.85
1982     33       251293.67
1982     34       259538.94
1982     35       231935.29
1982     36       241922.96
1982     37       240212.57
1982     38       235539.08
1982     39       223902.00
1982     40       191846.69
1982     41       205147.15
1982     42       203096.35
1982     43       180580.28
1982     44       198228.93
1982     45       225622.27
1982     46       237140.38
1982     47       233355.00
1982     48       239520.42
1982     49       244272.13
1982     50       237611.53
1982     51       241636.41
1982     52       234694.92
1982     53       232016.54
1982     54       224389.46
1982     55       223176.79
1983     12       318702.38
1983     13       317904.96
1983     14       314733.34
1983     15       321581.86
1983     16       325534.80
1983     17       325400.66
1983     18       325491.06
1983     19       323264.69
1983     20       312340.65
1983     21       305070.73
1983     22       303670.92
1983     23       302339.87
1983     24       295398.15
1983     25       288197.41
1983     26       273667.06
1983     27       263226.91
1983     28       257656.51
1983     29       250147.68
1983     30       251078.55
1983     31       243433.80
1983     32       242847.96
1983     33       240789.49
1983     34       250994.99
1983     35       259130.23
1983     36       231648.59
1983     37       241672.43
1983     38       239975.73
1983     39       235259.89
1983     40       223557.73
1983     41       191589.39
1983     42       204771.78
1983     43       202625.76
1983     44       180193.09
1983     45       197796.39
1983     46       224987.94
1983     47       236435.36
1983     48       232667.56
1983     49       238782.06
1983     50       243543.83
1983     51       236925.72
1983     52       240883.12
1983     53       233942.54
1983     54       231241.63
1983     55       223521.62
1984     12       321831.84
1984     13       318900.33
1984     14       317896.39
1984     15       314590.58
1984     16       321358.76
1984     17       324539.46
1984     18       324014.16
1984     19       324231.06
1984     20       321837.80
1984     21       311003.15
1984     22       303857.04
1984     23       302473.81
1984     24       301287.76
1984     25       294686.98
1984     26       287698.00
1984     27       273316.36
1984     28       262951.59
1984     29       257406.35
1984     30       250075.00
1984     31       251077.63
1984     32       243315.07
1984     33       242565.72
1984     34       240493.68
1984     35       250661.00
1984     36       258728.59
1984     37       231355.77
1984     38       241393.49
1984     39       239740.43
1984     40       234950.03
1984     41       223232.79
1984     42       191306.57
1984     43       204386.81
1984     44       202152.48
1984     45       179752.90
1984     46       197340.99
