Spain, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 24/10/2018
Year    Age        Exposure
1984     47       224329.99
1984     48       235696.11
1984     49       231970.23
1984     50       237989.30
1984     51       242764.09
1984     52       236229.81
1984     53       240096.68
1984     54       233122.81
1984     55       230424.73
1985     12       323188.48
1985     13       322130.12
1985     14       319088.28
1985     15       317869.84
1985     16       314438.42
1985     17       321134.22
1985     18       323551.11
1985     19       322618.13
1985     20       322967.04
1985     21       320416.44
1985     22       309668.14
1985     23       302640.35
1985     24       301270.78
1985     25       300252.42
1985     26       293949.55
1985     27       287200.13
1985     28       272979.13
1985     29       262676.79
1985     30       257158.75
1985     31       249995.86
1985     32       251073.11
1985     33       243188.79
1985     34       242286.00
1985     35       240171.79
1985     36       250325.05
1985     37       258325.32
1985     38       231049.82
1985     39       241120.71
1985     40       239478.79
1985     41       234648.66
1985     42       222877.96
1985     43       191008.50
1985     44       203976.68
1985     45       201636.22
1985     46       179308.51
1985     47       196873.80
1985     48       223639.18
1985     49       234945.66
1985     50       231236.35
1985     51       237166.02
1985     52       241970.95
1985     53       235492.59
1985     54       239230.88
1985     55       232294.69
1986     12       321229.74
1986     13       323696.81
1986     14       322411.37
1986     15       319261.76
1986     16       317833.78
1986     17       314279.14
1986     18       320909.65
1986     19       322538.27
1986     20       321210.60
1986     21       321714.01
1986     22       318994.56
1986     23       308326.61
1986     24       301414.57
1986     25       300058.20
1986     26       299199.93
1986     27       293207.53
1986     28       286700.12
1986     29       272631.83
1986     30       262394.23
1986     31       256902.59
1986     32       249904.14
1986     33       251052.92
1986     34       243057.43
1986     35       241988.65
1986     36       239841.82
1986     37       249969.77
1986     38       257910.84
1986     39       230725.99
1986     40       240821.42
1986     41       239213.51
1986     42       234298.00
1986     43       222501.75
1986     44       190686.22
1986     45       203540.70
1986     46       201101.15
1986     47       178837.20
1986     48       196374.42
1986     49       222930.23
1986     50       234118.63
1986     51       230455.37
1986     52       236294.99
1986     53       241134.47
1986     54       234722.45
1986     55       238334.42
1987     12       328071.60
1987     13       321913.64
1987     14       324195.66
1987     15       322693.14
1987     16       319421.77
1987     17       317778.24
1987     18       314108.85
1987     19       320633.54
1987     20       321506.45
1987     21       319811.03
1987     22       320453.46
1987     23       317553.59
1987     24       306969.10
1987     25       300167.76
1987     26       298854.05
1987     27       298132.91
1987     28       292454.60
1987     29       286181.61
1987     30       272265.69
1987     31       262093.55
1987     32       256630.43
1987     33       249800.67
1987     34       251032.04
1987     35       242915.75
1987     36       241684.41
1987     37       239491.26
1987     38       249610.06
1987     39       257467.30
1987     40       230375.02
1987     41       240502.10
1987     42       238912.11
1987     43       233928.57
1987     44       222105.75
1987     45       190331.53
1987     46       203087.48
1987     47       200531.73
1987     48       178349.82
1987     49       195835.68
1987     50       222141.94
1987     51       233271.42
1987     52       229622.60
1987     53       235375.15
1987     54       240265.69
1987     55       233892.34
1988     12       326053.70
1988     13       328786.74
1988     14       322596.53
1988     15       324693.43
1988     16       322953.86
1988     17       319568.79
1988     18       317714.25
1988     19       313909.63
1988     20       320362.19
1988     21       320481.64
1988     22       318403.00
1988     23       319180.56
1988     24       316100.13
1988     25       305598.20
1988     26       298905.26
1988     27       297632.42
1988     28       297055.23
1988     29       291686.15
1988     30       285659.69
1988     31       271874.22
1988     32       261785.51
1988     33       256350.17
1988     34       249694.35
1988     35       251008.72
1988     36       242752.63
1988     37       241374.24
1988     38       239120.52
1988     39       249236.35
1988     40       257003.84
1988     41       230012.67
1988     42       240165.69
1988     43       238584.34
1988     44       233532.46
1988     45       221677.18
1988     46       189972.10
1988     47       202593.46
1988     48       199919.82
1988     49       177827.46
1988     50       195265.42
1988     51       221344.75
1988     52       232374.22
1988     53       228732.28
1988     54       234400.95
1988     55       239326.40
1989     12       320091.03
1989     13       326841.38
1989     14       329493.36
1989     15       323255.11
1989     16       325172.21
1989     17       323203.57
1989     18       319704.82
1989     19       317633.67
1989     20       313719.63
1989     21       320097.86
1989     22       319456.33
1989     23       316994.44
1989     24       317894.15
1989     25       314644.66
1989     26       304197.35
1989     27       297651.02
1989     28       296393.40
1989     29       295967.59
1989     30       290921.12
1989     31       285123.81
1989     32       271483.28
1989     33       261459.89
1989     34       256070.87
1989     35       249565.62
1989     36       250959.20
1989     37       242581.86
1989     38       241032.35
1989     39       238757.71
1989     40       248863.06
1989     41       256520.63
1989     42       229629.78
1989     43       239803.89
1989     44       238231.73
1989     45       233133.55
1989     46       221233.94
1989     47       189567.64
1989     48       202060.28
1989     49       199296.50
1989     50       177275.27
1989     51       194672.89
1989     52       220514.65
1989     53       231439.72
1989     54       227819.32
1989     55       233394.54
1990     12       310315.33
1990     13       320745.41
1990     14       327612.54
1990     15       330173.35
1990     16       323904.26
1990     17       325631.90
1990     18       323436.76
1990     19       319819.42
1990     20       317554.14
1990     21       313526.08
1990     22       319831.99
1990     23       318439.04
1990     24       315573.92
1990     25       316601.24
1990     26       313180.83
1990     27       302813.33
1990     28       296374.69
1990     29       295142.32
1990     30       294857.15
1990     31       290148.04
1990     32       284570.30
1990     33       271072.50
1990     34       261146.01
1990     35       255749.01
1990     36       249418.28
1990     37       250877.16
1990     38       242413.32
1990     39       240701.66
1990     40       238382.99
1990     41       248456.12
1990     42       256022.73
1990     43       229237.93
1990     44       239418.65
1990     45       237876.91
1990     46       232731.01
1990     47       220770.76
1990     48       189153.11
1990     49       201514.87
1990     50       198643.25
1990     51       176716.59
1990     52       194026.33
1990     53       219667.12
1990     54       230460.57
1990     55       226870.74
1991     12       300368.66
1991     13       311514.01
1991     14       322097.56
1991     15       328887.88
1991     16       331266.23
1991     17       324995.95
1991     18       326422.77
1991     19       324171.46
1991     20       320448.05
1991     21       318012.79
1991     22       314043.25
1991     23       320371.28
1991     24       318209.08
1991     25       315552.59
1991     26       316495.92
1991     27       313229.53
1991     28       302723.18
1991     29       296397.96
1991     30       295034.40
1991     31       295039.97
1991     32       290366.36
1991     33       284891.00
1991     34       271444.79
1991     35       261470.73
1991     36       256006.70
1991     37       249720.20
1991     38       251187.31
1991     39       242693.49
1991     40       240657.59
1991     41       238293.52
1991     42       248470.86
1991     43       256188.83
1991     44       228878.10
1991     45       239423.84
1991     46       237796.60
1991     47       232554.89
1991     48       220610.94
1991     49       188791.80
1991     50       201063.82
1991     51       198997.09
1991     52       175830.74
1991     53       193644.39
1991     54       218954.30
1991     55       229964.68
1992     12       285646.55
1992     13       302124.57
1992     14       313518.54
1992     15       324085.58
1992     16       330686.35
1992     17       332890.34
1992     18       326503.77
1992     19       327795.24
1992     20       325522.03
1992     21       321716.07
1992     22       319283.30
1992     23       315482.91
1992     24       321860.38
1992     25       319512.94
1992     26       316983.97
1992     27       318117.43
1992     28       314853.19
1992     29       304161.80
1992     30       297814.17
1992     31       296434.14
1992     32       296451.88
1992     33       291641.99
1992     34       286132.55
1992     35       272609.28
1992     36       262501.01
1992     37       256834.74
1992     38       250479.96
1992     39       251999.42
1992     40       243355.24
1992     41       240964.90
1992     42       238648.93
1992     43       249172.49
1992     44       256540.94
1992     45       228903.15
1992     46       239774.88
1992     47       237987.52
1992     48       232702.21
1992     49       220586.88
1992     50       188530.02
1992     51       201514.21
1992     52       199272.84
1992     53       175121.73
1992     54       193483.63
1992     55       218777.32
1993     12       273505.39
1993     13       287532.06
1993     14       304004.33
1993     15       315638.49
1993     16       326179.01
1993     17       332541.57
1993     18       334608.77
1993     19       328091.07
1993     20       329267.26
1993     21       326982.09
1993     22       323093.42
1993     23       320716.33
1993     24       317083.94
1993     25       323486.45
1993     26       321098.52
1993     27       318653.54
1993     28       319997.85
1993     29       316706.70
1993     30       305855.12
1993     31       299473.92
1993     32       298043.17
1993     33       298041.19
1993     34       293069.08
1993     35       287529.32
1993     36       273897.30
1993     37       263622.01
1993     38       257746.10
1993     39       251311.42
1993     40       252896.68
1993     41       244056.94
1993     42       241287.88
1993     43       239053.78
1993     44       250005.69
1993     45       256905.80
1993     46       229019.65
1993     47       240162.84
1993     48       238168.40
1993     49       232918.65
1993     50       220549.66
1993     51       188267.16
1993     52       202101.63
1993     53       199463.95
1993     54       174482.42
1993     55       193382.39
1994     12       260730.67
1994     13       275434.98
1994     14       289420.32
1994     15       305870.11
1994     16       317763.04
1994     17       328266.56
1994     18       334410.80
1994     19       336319.18
1994     20       329686.81
1994     21       330760.85
1994     22       328453.17
1994     23       324491.23
1994     24       322159.83
1994     25       318669.93
1994     26       325127.72
1994     27       322674.09
1994     28       320278.70
1994     29       321871.86
1994     30       318556.53
1994     31       307544.88
1994     32       301094.78
1994     33       299635.18
1994     34       299612.82
1994     35       294497.73
1994     36       288899.02
1994     37       275176.69
1994     38       264710.95
1994     39       258662.78
1994     40       252105.61
1994     41       253768.50
1994     42       244707.87
1994     43       241607.12
1994     44       239463.63
1994     45       250807.63
1994     46       257227.33
1994     47       229087.45
1994     48       240495.61
1994     49       238354.30
1994     50       233092.43
1994     51       220468.69
1994     52       187980.12
1994     53       202643.28
1994     54       199659.67
1994     55       173840.08
1995     12       249500.98
1995     13       262219.41
1995     14       277362.68
1995     15       291296.16
1995     16       307735.73
1995     17       319885.84
1995     18       330354.52
1995     19       336270.02
1995     20       338051.72
1995     21       331285.03
1995     22       332256.90
1995     23       329934.24
1995     24       325875.04
1995     25       323578.86
1995     26       320267.70
1995     27       326739.21
1995     28       324244.74
1995     29       321904.33
1995     30       323738.50
1995     31       320397.89
1995     32       309211.17
1995     33       302704.25
1995     34       301208.34
1995     35       301181.83
1995     36       295866.51
1995     37       290282.72
1995     38       276411.82
1995     39       265787.73
1995     40       259528.96
1995     41       252866.15
1995     42       254616.57
1995     43       245369.17
1995     44       241911.19
1995     45       239839.49
1995     46       251551.84
1995     47       257527.82
1995     48       229123.02
1995     49       240839.16
1995     50       238496.25
1995     51       233246.69
1995     52       220391.20
1995     53       187658.80
1995     54       203166.49
1995     55       199827.75
1996     12       238152.45
1996     13       250647.95
1996     14       263717.62
1996     15       279278.86
1996     16       293161.04
1996     17       309587.38
1996     18       322004.23
1996     19       332437.47
1996     20       338132.74
1996     21       339768.69
1996     22       332881.76
1996     23       333746.88
1996     24       331387.29
1996     25       327252.88
1996     26       324992.88
1996     27       321840.75
1996     28       328357.57
1996     29       325791.88
1996     30       323519.39
1996     31       325585.58
1996     32       322215.20
1996     33       310868.37
1996     34       304295.66
1996     35       302775.10
1996     36       302713.91
1996     37       297253.89
1996     38       291630.97
1996     39       277647.18
1996     40       266836.40
1996     41       260354.17
1996     42       253628.43
1996     43       255444.30
1996     44       245990.68
1996     45       242183.85
1996     46       240221.22
1996     47       252318.02
1996     48       257809.32
1996     49       229139.62
1996     50       241146.57
1996     51       238621.21
1996     52       233398.06
1996     53       220247.36
1996     54       187332.14
1996     55       203650.96
1997     12       229856.65
1997     13       238990.17
1997     14       251795.86
1997     15       265203.35
1997     16       281178.49
1997     17       295019.52
1997     18       311443.07
1997     19       324113.99
1997     20       334518.42
1997     21       339988.96
1997     22       341493.68
1997     23       334471.05
1997     24       335240.52
1997     25       332852.86
1997     26       328631.24
1997     27       326416.99
1997     28       323424.50
1997     29       329967.15
1997     30       327348.07
1997     31       325138.62
1997     32       327439.91
1997     33       324050.33
1997     34       312532.88
1997     35       305905.74
1997     36       304374.03
1997     37       304261.37
1997     38       298645.00
1997     39       292984.13
1997     40       278859.09
1997     41       267877.64
1997     42       261207.25
1997     43       254373.10
1997     44       256233.49
1997     45       246597.82
1997     46       242468.85
1997     47       240583.72
1997     48       253054.93
1997     49       258059.79
1997     50       229155.60
1997     51       241423.72
1997     52       238726.34
1997     53       233479.63
1997     54       220113.18
1997     55       186980.17
1998     12       218076.31
1998     13       230809.94
1998     14       239823.92
1998     15       252932.27
1998     16       266673.67
1998     17       283072.06
1998     18       296880.44
1998     19       313278.67
1998     20       326227.86
1998     21       336601.40
1998     22       341854.68
1998     23       343207.64
1998     24       336077.70
1998     25       336732.06
1998     26       334314.41
1998     27       330030.54
1998     28       327843.96
1998     29       325017.03
1998     30       331608.84
1998     31       328935.71
1998     32       326796.78
1998     33       329329.54
1998     34       325916.38
1998     35       314228.33
1998     36       307544.60
1998     37       305977.42
1998     38       305825.23
1998     39       300026.60
1998     40       294316.35
1998     41       280077.32
1998     42       268933.78
1998     43       262035.88
1998     44       255099.70
1998     45       257020.53
1998     46       247194.75
1998     47       242705.09
1998     48       240900.52
1998     49       253782.36
1998     50       258299.64
1998     51       229132.27
1998     52       241680.41
1998     53       238785.93
1998     54       233556.01
1998     55       219954.64
1999     12       213780.00
1999     13       219230.99
1999     14       231759.19
1999     15       240647.68
1999     16       254058.19
1999     17       268138.56
1999     18       284977.27
1999     19       298728.59
1999     20       315130.88
1999     21       328346.25
1999     22       338683.80
1999     23       343707.42
1999     24       344922.12
1999     25       337670.96
1999     26       338227.73
1999     27       335795.49
1999     28       331415.39
1999     29       329273.46
1999     30       326609.38
1999     31       333244.76
1999     32       330533.29
1999     33       328448.33
1999     34       331219.02
1999     35       327787.77
1999     36       315930.29
1999     37       309187.95
1999     38       307581.26
1999     39       307365.36
1999     40       301385.01
1999     41       295646.09
1999     42       281282.61
1999     43       269950.06
1999     44       262845.14
1999     45       255802.06
1999     46       257777.23
1999     47       247764.11
1999     48       242907.91
1999     49       241192.24
1999     50       254449.76
1999     51       258498.46
1999     52       229086.68
1999     53       241874.45
1999     54       238833.63
1999     55       233605.73
2000     12       207796.31
2000     13       214866.08
2000     14       220377.23
2000     15       232696.39
2000     16       241459.94
2000     17       255186.11
2000     18       269607.76
2000     19       286876.93
2000     20       300587.02
2000     21       316971.79
2000     22       330462.74
2000     23       340763.22
2000     24       345553.64
2000     25       346633.58
2000     26       339268.66
2000     27       339724.74
2000     28       337276.58
2000     29       332803.21
2000     30       330692.51
2000     31       328187.01
2000     32       334888.94
2000     33       332104.91
2000     34       330100.00
2000     35       333115.13
2000     36       329644.96
2000     37       317614.54
2000     38       310815.21
2000     39       309152.25
2000     40       308863.86
2000     41       302728.24
2000     42       296954.26
2000     43       282451.16
2000     44       270945.68
2000     45       263630.65
2000     46       256474.30
2000     47       258516.91
2000     48       248318.05
2000     49       243089.42
2000     50       241447.76
2000     51       255076.18
2000     52       258670.56
2000     53       228996.33
2000     54       242067.72
2000     55       238817.89
2001     12       205828.02
2001     13       209006.07
2001     14       215950.66
2001     15       221516.04
2001     16       233628.14
2001     17       242284.74
2001     18       256294.49
2001     19       271075.54
2001     20       288776.61
2001     21       302431.70
2001     22       318826.39
2001     23       332575.15
2001     24       342839.15
2001     25       347409.89
2001     26       348338.99
2001     27       340858.44
2001     28       341210.16
2001     29       338745.64
2001     30       334178.55
2001     31       332110.54
2001     32       329779.88
2001     33       336497.23
2001     34       333685.99
2001     35       331753.54
2001     36       334975.80
2001     37       331479.30
2001     38       319275.83
2001     39       312413.97
2001     40       310685.93
2001     41       310364.80
2001     42       304058.59
2001     43       298217.34
2001     44       283615.28
2001     45       271925.16
2001     46       264384.88
2001     47       257130.07
2001     48       259236.96
2001     49       248837.39
2001     50       243249.64
2001     51       241666.30
2001     52       255666.00
2001     53       258820.65
2001     54       228870.37
2001     55       242193.91
2002     12       204833.97
2002     13       208458.63
2002     14       211568.99
2002     15       218494.74
2002     16       224052.94
2002     17       235896.08
2002     18       245442.66
2002     19       260341.86
2002     20       276006.77
2002     21       294472.42
2002     22       308227.81
2002     23       325341.72
2002     24       339284.95
2002     25       349501.63
2002     26       353756.86
2002     27       354242.86
2002     28       346477.57
2002     29       346535.27
2002     30       343874.10
2002     31       338992.91
2002     32       336922.51
2002     33       334381.55
2002     34       340901.17
2002     35       337894.42
2002     36       335621.74
2002     37       338890.03
2002     38       335031.76
2002     39       322720.03
2002     40       315525.42
2002     41       313633.53
2002     42       313032.69
2002     43       306598.28
2002     44       300658.33
2002     45       285773.41
2002     46       273895.05
2002     47       266104.43
2002     48       258744.15
2002     49       260740.78
2002     50       250052.50
2002     51       244294.64
2002     52       242779.99
2002     53       256892.08
2002     54       259335.87
2002     55       229746.34
2003     12       204524.72
2003     13       208504.61
2003     14       212240.17
2003     15       215473.97
2003     16       222361.48
2003     17       227928.63
2003     18       241105.74
2003     19       252101.49
2003     20       268121.43
2003     21       284792.90
2003     22       303948.54
2003     23       318352.08
2003     24       335886.51
2003     25       349898.74
2003     26       359845.32
2003     27       363343.25
2003     28       363519.73
2003     29       354938.19
2003     30       354717.92
2003     31       351489.43
2003     32       346425.11
2003     33       343858.49
2003     34       341049.63
2003     35       347310.05
2003     36       343697.52
2003     37       340953.51
2003     38       343967.75
2003     39       339827.01
2003     40       327198.69
2003     41       319552.73
2003     42       317364.26
2003     43       316650.39
2003     44       309992.59
2003     45       303672.06
2003     46       288592.41
2003     47       276507.52
2003     48       268486.32
2003     49       260934.84
2003     50       262819.28
2003     51       252020.03
2003     52       246131.71
2003     53       244424.40
2003     54       258410.56
2003     55       260820.09
2004     12       206173.26
2004     13       207634.83
2004     14       211559.01
2004     15       215630.96
2004     16       218902.19
2004     17       226149.19
2004     18       232858.40
2004     19       247548.08
2004     20       259588.20
2004     21       276511.00
2004     22       293860.65
2004     23       313660.54
2004     24       328304.97
2004     25       345970.05
2004     26       359618.47
2004     27       369154.65
2004     28       371873.24
2004     29       371532.58
2004     30       362460.57
2004     31       361558.91
2004     32       358258.96
2004     33       352778.94
2004     34       350062.76
2004     35       347050.22
2004     36       353059.15
2004     37       348855.51
2004     38       345588.76
2004     39       348398.39
2004     40       344053.45
2004     41       331036.12
2004     42       323139.39
2004     43       320762.57
2004     44       319806.18
2004     45       312865.73
2004     46       306441.80
2004     47       291093.13
2004     48       278839.24
2004     49       270745.57
2004     50       262991.65
2004     51       264731.33
2004     52       253815.89
2004     53       247750.84
2004     54       246012.16
2004     55       259798.61
2005     12       207302.48
2005     13       208960.77
2005     14       210345.57
2005     15       214447.12
2005     16       218682.98
2005     17       222552.86
2005     18       231222.29
2005     19       239510.78
2005     20       255395.65
2005     21       268144.06
2005     22       285629.06
2005     23       303504.46
2005     24       323620.28
2005     25       338164.72
2005     26       355530.33
2005     27       368687.51
2005     28       377476.72
2005     29       379744.61
2005     30       378847.97
2005     31       369053.51
2005     32       368051.97
2005     33       364444.43
2005     34       358698.56
2005     35       355881.81
2005     36       352554.72
2005     37       358312.34
2005     38       353564.43
2005     39       349860.00
2005     40       352492.72
2005     41       347852.01
2005     42       334622.02
2005     43       326391.07
2005     44       323844.80
2005     45       322762.20
2005     46       315638.56
2005     47       309051.90
2005     48       293443.07
2005     49       281070.91
2005     50       272697.94
2005     51       264798.15
2005     52       266454.32
2005     53       255327.68
2005     54       249292.46
2005     55       247315.97
2006     12       201145.20
2006     13       210346.62
2006     14       211937.81
2006     15       213428.44
2006     16       217557.11
2006     17       222553.98
2006     18       228175.35
2006     19       239032.83
2006     20       248310.35
2006     21       264791.16
2006     22       277955.74
2006     23       295880.75
2006     24       313967.06
2006     25       333937.23
2006     26       348047.75
2006     27       364917.88
2006     28       377354.33
2006     29       385613.10
2006     30       387227.81
2006     31       385793.38
2006     32       375603.67
2006     33       374282.05
2006     34       370366.59
2006     35       364325.67
2006     36       361370.40
2006     37       357818.95
2006     38       363453.27
2006     39       358118.17
2006     40       353970.75
2006     41       356406.48
2006     42       351568.07
2006     43       337929.92
2006     44       329657.23
2006     45       326818.86
2006     46       325561.63
2006     47       318390.32
2006     48       311496.41
2006     49       295597.88
2006     50       283022.72
2006     51       274573.31
2006     52       266499.29
2006     53       267990.50
2006     54       256684.46
2006     55       250611.92
2007     12       198783.58
2007     13       204656.01
2007     14       213853.37
2007     15       215397.67
2007     16       217085.97
2007     17       221944.67
2007     18       229193.21
2007     19       237198.42
2007     20       249519.65
2007     21       259075.52
2007     22       276144.46
2007     23       289661.41
2007     24       307553.27
2007     25       325453.21
2007     26       345188.91
2007     27       358636.12
2007     28       374766.89
2007     29       386505.66
2007     30       394296.95
2007     31       395078.81
2007     32       393291.30
2007     33       382648.71
2007     34       380867.25
2007     35       376542.35
2007     36       370462.88
2007     37       367333.65
2007     38       363498.77
2007     39       368947.99
2007     40       363120.38
2007     41       358276.18
2007     42       360486.19
2007     43       355343.16
2007     44       341596.01
2007     45       333088.57
2007     46       329880.64
2007     47       328546.83
2007     48       321148.30
2007     49       313952.96
2007     50       297827.30
2007     51       285142.04
2007     52       276466.44
2007     53       268217.17
2007     54       269440.24
2007     55       258086.02
2008     12       201831.72
2008     13       201969.59
2008     14       207841.39
2008     15       217061.95
2008     16       218952.38
2008     17       221201.20
2008     18       227922.75
2008     19       236814.19
2008     20       246022.67
2008     21       258924.28
2008     22       268670.10
2008     23       286042.87
2008     24       299590.69
2008     25       317300.62
2008     26       334987.94
2008     27       354066.95
2008     28       366911.87
2008     29       382495.13
2008     30       393807.39
2008     31       400953.35
2008     32       401275.95
2008     33       399188.15
2008     34       388187.73
2008     35       386056.29
2008     36       381634.60
2008     37       375444.76
2008     38       372037.22
2008     39       368148.60
2008     40       373402.45
2008     41       366800.39
2008     42       361694.73
2008     43       363712.75
2008     44       358335.35
2008     45       344510.21
2008     46       335584.17
2008     47       332241.78
2008     48       330685.41
2008     49       323142.71
2008     50       315692.38
2008     51       299379.93
2008     52       286488.76
2008     53       277701.00
2008     54       269221.82
2008     55       270325.95
2009     12       206717.85
2009     13       203838.55
2009     14       203793.36
2009     15       209806.53
2009     16       219333.02
2009     17       221549.82
2009     18       224990.89
2009     19       232366.48
2009     20       241949.31
2009     21       251433.20
2009     22       264432.94
2009     23       274100.70
2009     24       291624.95
2009     25       304701.01
2009     26       322166.54
2009     27       339369.93
2009     28       358027.08
2009     29       370496.65
2009     30       385806.73
2009     31       396769.85
2009     32       403774.48
2009     33       403700.11
2009     34       401716.16
2009     35       390563.22
2009     36       388317.05
2009     37       384003.28
2009     38       377617.21
2009     39       374237.35
2009     40       370246.44
2009     41       375266.15
2009     42       368515.74
2009     43       363217.87
2009     44       365125.07
2009     45       359639.39
2009     46       345673.12
2009     47       336555.46
2009     48       333107.72
2009     49       331403.41
2009     50       323661.54
2009     51       316149.25
2009     52       299682.38
2009     53       286710.74
2009     54       277869.49
2009     55       269290.36
2010     12       205709.18
2010     13       207967.40
2010     14       204889.29
2010     15       204721.19
2010     16       211010.43
2010     17       220842.08
2010     18       223987.41
2010     19       227941.43
2010     20       235809.23
2010     21       245541.48
2010     22       254813.36
2010     23       267816.49
2010     24       277125.17
2010     25       294198.26
2010     26       306880.92
2010     27       323920.16
2010     28       340684.62
2010     29       358977.26
2010     30       371236.53
2010     31       386294.99
2010     32       397348.41
2010     33       404229.40
2010     34       404166.54
2010     35       402315.23
2010     36       391161.86
2010     37       389030.27
2010     38       384708.39
2010     39       378361.79
2010     40       375047.35
2010     41       370877.00
2010     42       375931.55
2010     43       369130.79
2010     44       363762.03
2010     45       365607.42
2010     46       360032.62
2010     47       345966.94
2010     48       336874.86
2010     49       333258.98
2010     50       331407.04
2010     51       323634.98
2010     52       315996.22
2010     53       299517.92
2010     54       286497.72
2010     55       277611.58
2011     12       209857.07
2011     13       206597.27
2011     14       208897.81
2011     15       205744.45
2011     16       205515.91
2011     17       212165.50
2011     18       222877.56
2011     19       226615.15
2011     20       231059.40
2011     21       239111.74
2011     22       248841.35
2011     23       258030.91
2011     24       270644.62
2011     25       279466.48
2011     26       296142.64
2011     27       308193.35
2011     28       324807.96
2011     29       341091.59
2011     30       359087.57
2011     31       371088.21
2011     32       386148.72
2011     33       397164.19
2011     34       404151.22
2011     35       404154.02
2011     36       402435.75
2011     37       391313.57
2011     38       389267.44
2011     39       385101.73
2011     40       378737.06
2011     41       375361.76
2011     42       371216.42
2011     43       376364.06
2011     44       369473.19
2011     45       364104.00
2011     46       365815.23
2011     47       360293.54
2011     48       346037.75
2011     49       336979.78
2011     50       333279.06
2011     51       331316.23
2011     52       323468.05
2011     53       315766.65
2011     54       299361.22
2011     55       286189.47
2012     12       216691.77
2012     13       210185.74
2012     14       206906.09
2012     15       209431.21
2012     16       206164.12
2012     17       206125.75
2012     18       213599.51
2012     19       224846.51
2012     20       229004.73
2012     21       233593.43
2012     22       241801.44
2012     23       251190.28
2012     24       259965.73
2012     25       272044.39
2012     26       280281.49
2012     27       296284.56
2012     28       307801.03
2012     29       324129.45
2012     30       339986.23
2012     31       357689.03
2012     32       369617.77
2012     33       384642.66
2012     34       395836.10
2012     35       402698.98
2012     36       402954.90
2012     37       401434.65
2012     38       390327.35
2012     39       388583.88
2012     40       384478.15
2012     41       378035.27
2012     42       374706.94
2012     43       370776.04
2012     44       375826.89
2012     45       368984.34
2012     46       363679.33
2012     47       365327.59
2012     48       359647.79
2012     49       345538.87
2012     50       336406.31
2012     51       332672.68
2012     52       330702.20
2012     53       322692.35
2012     54       315186.89
2012     55       298673.91
2013     12       218779.03
2013     13       216404.42
2013     14       209908.82
2013     15       206713.39
2013     16       209284.68
2013     17       206055.44
2013     18       206676.11
2013     19       214562.93
2013     20       226160.60
2013     21       230203.76
2013     22       234805.29
2013     23       242694.12
2013     24       251447.59
2013     25       259354.76
2013     26       270621.75
2013     27       278362.19
2013     28       293475.46
2013     29       305009.55
2013     30       320922.29
2013     31       336481.21
2013     32       354172.43
2013     33       366100.97
2013     34       381365.86
2013     35       392494.91
2013     36       399761.59
2013     37       400170.86
2013     38       398828.59
2013     39       388083.16
2013     40       386515.42
2013     41       382341.47
2013     42       376060.63
2013     43       372977.22
2013     44       369007.39
2013     45       374083.19
2013     46       367431.53
2013     47       362154.73
2013     48       363849.21
2013     49       358209.65
2013     50       344034.89
2013     51       335032.16
2013     52       331394.58
2013     53       329208.47
2013     54       321307.70
2013     55       313835.76
2014     12       219424.06
2014     13       218527.53
2014     14       216239.85
2014     15       209741.07
2014     16       206543.56
2014     17       209180.85
2014     18       206661.25
2014     19       207680.45
2014     20       215941.82
2014     21       227363.39
2014     22       231331.82
2014     23       235787.55
2014     24       242971.59
2014     25       250844.02
2014     26       258107.01
2014     27       268886.76
2014     28       275934.52
2014     29       290822.30
2014     30       302007.39
2014     31       317645.60
2014     32       333154.71
2014     33       350840.53
2014     34       362980.59
2014     35       378283.62
2014     36       389806.36
2014     37       397009.01
2014     38       397789.84
2014     39       396546.20
2014     40       386050.83
2014     41       384464.84
2014     42       380437.48
2014     43       374340.12
2014     44       371263.63
2014     45       367300.36
2014     46       372402.44
2014     47       365990.88
2014     48       360791.28
2014     49       362506.55
2014     50       356783.68
2014     51       342692.92
2014     52       333798.52
2014     53       330007.03
2014     54       327803.42
2014     55       319941.15
2015     12       226316.47
2015     13       219631.04
2015     14       218773.01
2015     15       216507.16
2015     16       209986.35
2015     17       206828.18
2015     18       210450.90
2015     19       208238.66
2015     20       209685.83
2015     21       217925.60
2015     22       229398.78
2015     23       233251.99
2015     24       237247.02
2015     25       244124.31
2015     26       251410.18
2015     27       258131.26
2015     28       268631.06
2015     29       275236.28
2015     30       289796.22
2015     31       300733.40
2015     32       316328.07
2015     33       331786.34
2015     34       349328.86
2015     35       361492.64
2015     36       376910.72
2015     37       388408.63
2015     38       395781.86
2015     39       396650.07
2015     40       395299.28
2015     41       384893.52
2015     42       383373.86
2015     43       379506.44
2015     44       373403.98
2015     45       370318.76
2015     46       366354.54
2015     47       371576.06
2015     48       365228.33
2015     49       360059.23
2015     50       361754.01
2015     51       355930.94
2015     52       341838.68
2015     53       332961.33
2015     54       329061.63
2015     55       326874.64
2016     12       230498.84
2016     13       226856.11
2016     14       220237.92
2016     15       219453.82
2016     16       217178.87
2016     17       210698.89
2016     18       208576.61
2016     19       212688.74
2016     20       210874.24
2016     21       212252.73
2016     22       220675.86
2016     23       232309.62
2016     24       235728.30
2016     25       239713.48
2016     26       246109.45
2016     27       252880.26
2016     28       259333.48
2016     29       269404.59
2016     30       275642.67
2016     31       290063.86
2016     32       300978.40
