Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 25/08/2021
Code Year  ARDY   Cohort       Total
HUN  1984    19    1965      6009.00
HUN  1984    20    1964      7742.00
HUN  1984    21    1963      8835.00
HUN  1984    22    1962      9173.00
HUN  1984    23    1961      9737.00
HUN  1984    24    1960      9882.00
HUN  1984    25    1959      9348.00
HUN  1984    26    1958      8759.00
HUN  1984    27    1957      7907.00
HUN  1984    28    1956      7696.00
HUN  1984    29    1955      6738.00
HUN  1984    30    1954      6104.00
HUN  1984    31    1953      4557.00
HUN  1984    32    1952      3427.00
HUN  1984    33    1951      2722.00
HUN  1984    34    1950      2235.00
HUN  1984    35    1949      1774.00
HUN  1984    36    1948      1317.00
HUN  1984    37    1947       965.00
HUN  1984    38    1946       680.00
HUN  1984    39    1945       478.00
HUN  1984    40    1944       402.00
HUN  1984    41    1943       279.00
HUN  1984    42    1942       185.00
HUN  1984    43    1941       117.00
HUN  1984    44    1940        70.00
HUN  1984    45    1939        27.00
HUN  1984    46    1938        13.00
HUN  1984    47    1937         7.00
HUN  1984    48    1936         3.00
HUN  1984    49    1935         2.00
HUN  1984    50    1934         0.00
HUN  1984    51    1933         0.00
HUN  1984    52    1932         0.00
HUN  1984    53    1931         0.00
HUN  1984    54    1930         0.00
HUN  1984    55+   1929-        0.00
HUN  1985    12-   1973+        2.00
HUN  1985    13    1972        10.00
HUN  1985    14    1971        87.00
HUN  1985    15    1970       394.00
HUN  1985    16    1969      1193.00
HUN  1985    17    1968      2495.00
HUN  1985    18    1967      4315.00
HUN  1985    19    1966      5965.00
HUN  1985    20    1965      7658.00
HUN  1985    21    1964      9111.00
HUN  1985    22    1963      9726.00
HUN  1985    23    1962      9688.00
HUN  1985    24    1961     10139.00
HUN  1985    25    1960      9818.00
HUN  1985    26    1959      8948.00
HUN  1985    27    1958      8253.00
HUN  1985    28    1957      7369.00
HUN  1985    29    1956      6811.00
HUN  1985    30    1955      6199.00
HUN  1985    31    1954      5314.00
HUN  1985    32    1953      3988.00
HUN  1985    33    1952      3076.00
HUN  1985    34    1951      2486.00
HUN  1985    35    1950      1993.00
HUN  1985    36    1949      1518.00
HUN  1985    37    1948      1148.00
HUN  1985    38    1947       825.00
HUN  1985    39    1946       528.00
HUN  1985    40    1945       368.00
HUN  1985    41    1944       334.00
HUN  1985    42    1943       189.00
HUN  1985    43    1942       118.00
HUN  1985    44    1941        81.00
HUN  1985    45    1940        29.00
HUN  1985    46    1939        19.00
HUN  1985    47    1938         4.00
HUN  1985    48    1937         1.00
HUN  1985    49    1936         0.00
HUN  1985    50    1935         0.00
HUN  1985    51    1934         0.00
HUN  1985    52    1933         0.00
HUN  1985    53    1932         0.00
HUN  1985    54    1931         0.00
HUN  1985    55+   1930-        0.00
HUN  1986    12-   1974+        0.00
HUN  1986    13    1973        11.00
HUN  1986    14    1972        77.00
HUN  1986    15    1971       372.00
HUN  1986    16    1970      1012.00
HUN  1986    17    1969      2212.00
HUN  1986    18    1968      4035.00
HUN  1986    19    1967      6156.00
HUN  1986    20    1966      7687.00
HUN  1986    21    1965      8806.00
HUN  1986    22    1964      9263.00
HUN  1986    23    1963      9514.00
HUN  1986    24    1962      9363.00
HUN  1986    25    1961      9594.00
HUN  1986    26    1960      8908.00
HUN  1986    27    1959      8109.00
HUN  1986    28    1958      7258.00
HUN  1986    29    1957      6358.00
HUN  1986    30    1956      5977.00
HUN  1986    31    1955      5364.00
HUN  1986    32    1954      4490.00
HUN  1986    33    1953      3356.00
HUN  1986    34    1952      2511.00
HUN  1986    35    1951      2042.00
HUN  1986    36    1950      1620.00
HUN  1986    37    1949      1327.00
HUN  1986    38    1948       948.00
HUN  1986    39    1947       654.00
HUN  1986    40    1946       410.00
HUN  1986    41    1945       300.00
HUN  1986    42    1944       204.00
HUN  1986    43    1943       123.00
HUN  1986    44    1942        77.00
HUN  1986    45    1941        35.00
HUN  1986    46    1940        18.00
HUN  1986    47    1939        10.00
HUN  1986    48    1938         2.00
HUN  1986    49    1937         1.00
HUN  1986    50    1936         0.00
HUN  1986    51    1935         0.00
HUN  1986    52    1934         0.00
HUN  1986    53    1933         0.00
HUN  1986    54    1932         0.00
HUN  1986    55+   1931-        0.00
HUN  1987    12-   1975+        0.00
HUN  1987    13    1974        12.00
HUN  1987    14    1973        68.00
HUN  1987    15    1972       336.00
HUN  1987    16    1971       976.00
HUN  1987    17    1970      2068.00
HUN  1987    18    1969      3823.00
HUN  1987    19    1968      6069.00
HUN  1987    20    1967      7716.00
HUN  1987    21    1966      8745.00
HUN  1987    22    1965      9289.00
HUN  1987    23    1964      9629.00
HUN  1987    24    1963      9501.00
HUN  1987    25    1962      8866.00
HUN  1987    26    1961      8504.00
HUN  1987    27    1960      7792.00
HUN  1987    28    1959      6969.00
HUN  1987    29    1958      6089.00
HUN  1987    30    1957      5275.00
HUN  1987    31    1956      4965.00
HUN  1987    32    1955      4395.00
HUN  1987    33    1954      3800.00
HUN  1987    34    1953      2853.00
HUN  1987    35    1952      2119.00
HUN  1987    36    1951      1626.00
HUN  1987    37    1950      1320.00
HUN  1987    38    1949      1021.00
HUN  1987    39    1948       728.00
HUN  1987    40    1947       511.00
HUN  1987    41    1946       299.00
HUN  1987    42    1945       220.00
HUN  1987    43    1944       131.00
HUN  1987    44    1943        68.00
HUN  1987    45    1942        31.00
HUN  1987    46    1941        16.00
HUN  1987    47    1940         7.00
HUN  1987    48    1939         1.00
HUN  1987    49    1938         2.00
HUN  1987    50    1937         0.00
HUN  1987    51    1936         0.00
HUN  1987    52    1935         0.00
HUN  1987    53    1934         0.00
HUN  1987    54    1933         0.00
HUN  1987    55+   1932-        0.00
HUN  1988    12-   1976+        0.00
HUN  1988    13    1975        11.00
HUN  1988    14    1974       100.00
HUN  1988    15    1973       297.00
HUN  1988    16    1972       906.00
HUN  1988    17    1971      1967.00
HUN  1988    18    1970      3404.00
HUN  1988    19    1969      5724.00
HUN  1988    20    1968      8030.00
HUN  1988    21    1967      9086.00
HUN  1988    22    1966      9478.00
HUN  1988    23    1965      9608.00
HUN  1988    24    1964      9464.00
HUN  1988    25    1963      8893.00
HUN  1988    26    1962      8181.00
HUN  1988    27    1961      7707.00
HUN  1988    28    1960      6954.00
HUN  1988    29    1959      5810.00
HUN  1988    30    1958      5187.00
HUN  1988    31    1957      4466.00
HUN  1988    32    1956      4122.00
HUN  1988    33    1955      3552.00
HUN  1988    34    1954      2983.00
HUN  1988    35    1953      2318.00
HUN  1988    36    1952      1631.00
HUN  1988    37    1951      1337.00
HUN  1988    38    1950       994.00
HUN  1988    39    1949       759.00
HUN  1988    40    1948       526.00
HUN  1988    41    1947       339.00
HUN  1988    42    1946       182.00
HUN  1988    43    1945       133.00
HUN  1988    44    1944        78.00
HUN  1988    45    1943        39.00
HUN  1988    46    1942        21.00
HUN  1988    47    1941         6.00
HUN  1988    48    1940         3.00
HUN  1988    49    1939         0.00
HUN  1988    50    1938         0.00
HUN  1988    51    1937         0.00
HUN  1988    52    1936         0.00
HUN  1988    53    1935         0.00
HUN  1988    54    1934         0.00
HUN  1988    55+   1933-        0.00
HUN  1989    12-   1977+        0.00
HUN  1989    13    1976        14.00
HUN  1989    14    1975        66.00
HUN  1989    15    1974       329.00
HUN  1989    16    1973       922.00
HUN  1989    17    1972      1817.00
HUN  1989    18    1971      3194.00
HUN  1989    19    1970      5385.00
HUN  1989    20    1969      7567.00
HUN  1989    21    1968      9202.00
HUN  1989    22    1967     10060.00
HUN  1989    23    1966      9827.00
HUN  1989    24    1965      9534.00
HUN  1989    25    1964      9105.00
HUN  1989    26    1963      8328.00
HUN  1989    27    1962      7253.00
HUN  1989    28    1961      6724.00
HUN  1989    29    1960      5864.00
HUN  1989    30    1959      4958.00
HUN  1989    31    1958      4280.00
HUN  1989    32    1957      3581.00
HUN  1989    33    1956      3315.00
HUN  1989    34    1955      3018.00
HUN  1989    35    1954      2547.00
HUN  1989    36    1953      1930.00
HUN  1989    37    1952      1285.00
HUN  1989    38    1951      1012.00
HUN  1989    39    1950       774.00
HUN  1989    40    1949       545.00
HUN  1989    41    1948       394.00
HUN  1989    42    1947       225.00
HUN  1989    43    1946       135.00
HUN  1989    44    1945        64.00
HUN  1989    45    1944        31.00
HUN  1989    46    1943        13.00
HUN  1989    47    1942         4.00
HUN  1989    48    1941         0.00
HUN  1989    49    1940         2.00
HUN  1989    50    1939         0.00
HUN  1989    51    1938         0.00
HUN  1989    52    1937         0.00
HUN  1989    53    1936         0.00
HUN  1989    54    1935         0.00
HUN  1989    55+   1934-        0.00
HUN  1990    12-   1978+        1.00
HUN  1990    13    1977        13.00
HUN  1990    14    1976       107.00
HUN  1990    15    1975       342.00
HUN  1990    16    1974      1043.00
HUN  1990    17    1973      1889.00
HUN  1990    18    1972      3277.00
HUN  1990    19    1971      5417.00
HUN  1990    20    1970      7749.00
HUN  1990    21    1969      9354.00
HUN  1990    22    1968     10422.00
HUN  1990    23    1967     10729.00
HUN  1990    24    1966      9993.00
HUN  1990    25    1965      9285.00
HUN  1990    26    1964      8433.00
HUN  1990    27    1963      7472.00
HUN  1990    28    1962      6269.00
HUN  1990    29    1961      5653.00
HUN  1990    30    1960      5020.00
HUN  1990    31    1959      4207.00
HUN  1990    32    1958      3671.00
HUN  1990    33    1957      3090.00
HUN  1990    34    1956      2834.00
HUN  1990    35    1955      2421.00
HUN  1990    36    1954      2119.00
HUN  1990    37    1953      1529.00
HUN  1990    38    1952      1047.00
HUN  1990    39    1951       815.00
HUN  1990    40    1950       567.00
HUN  1990    41    1949       405.00
HUN  1990    42    1948       231.00
HUN  1990    43    1947       144.00
HUN  1990    44    1946        69.00
HUN  1990    45    1945        37.00
HUN  1990    46    1944        15.00
HUN  1990    47    1943         6.00
HUN  1990    48    1942         4.00
HUN  1990    49    1941         0.00
HUN  1990    50    1940         0.00
HUN  1990    51    1939         0.00
HUN  1990    52    1938         0.00
HUN  1990    53    1937         0.00
HUN  1990    54    1936         0.00
HUN  1990    55+   1935-        0.00
HUN  1991    12-   1979+        0.00
HUN  1991    13    1978        10.00
HUN  1991    14    1977        95.00
HUN  1991    15    1976       344.00
HUN  1991    16    1975      1064.00
HUN  1991    17    1974      2118.00
HUN  1991    18    1973      3353.00
HUN  1991    19    1972      5335.00
HUN  1991    20    1971      7279.00
HUN  1991    21    1970      9170.00
HUN  1991    22    1969     10214.00
HUN  1991    23    1968     11253.00
HUN  1991    24    1967     10966.00
HUN  1991    25    1966      9677.00
HUN  1991    26    1965      8599.00
HUN  1991    27    1964      7472.00
HUN  1991    28    1963      6439.00
HUN  1991    29    1962      5347.00
HUN  1991    30    1961      5060.00
HUN  1991    31    1960      4215.00
HUN  1991    32    1959      3702.00
HUN  1991    33    1958      3008.00
HUN  1991    34    1957      2703.00
HUN  1991    35    1956      2386.00
HUN  1991    36    1955      2045.00
HUN  1991    37    1954      1622.00
HUN  1991    38    1953      1221.00
HUN  1991    39    1952       889.00
HUN  1991    40    1951       638.00
HUN  1991    41    1950       391.00
HUN  1991    42    1949       266.00
HUN  1991    43    1948       175.00
HUN  1991    44    1947        92.00
HUN  1991    45    1946        36.00
HUN  1991    46    1945        11.00
HUN  1991    47    1944        11.00
HUN  1991    48    1943         1.00
HUN  1991    49    1942         0.00
HUN  1991    50    1941         0.00
HUN  1991    51    1940         0.00
HUN  1991    52    1939         0.00
HUN  1991    53    1938         0.00
HUN  1991    54    1937         0.00
HUN  1991    55+   1936-        0.00
HUN  1992    12-   1980+        0.00
